Distance_km,Package_Weight_kg,Traffic_Index,Weather_Delay,Vehicle_Type,Priority,Warehouse_Load,Day_of_Week,Driver_Experience_Years,Delivery_Time_Hours
256.54,5.3,0.052,0,Bike,Standard,0.806,Fri,2.48,7.42
247.3,5.12,0.535,0,Truck,Standard,0.246,Fri,10.45,6.57
169.88,3.16,0.34,0,Van,Standard,0.98,Wed,6.75,4.59
218.51,2.15,0.221,0,Truck,Standard,0.395,Wed,14.05,5.65
391.39,4.13,0.633,0,Van,Express,0.4,Sun,14.49,8.88
421.4,3.12,0.267,0,Bike,Standard,0.719,Sun,11.63,11.78
133.87,0.57,0.613,0,Van,Standard,0.144,Mon,4.02,3.79
164.63,1.56,0.41,0,Van,Standard,0.843,Fri,10.88,4.25
125.03,2.82,0.227,0,Bike,Standard,0.998,Thu,0.8,4.13
242.53,7.0,0.181,0,Truck,Standard,0.798,Mon,12.48,6.56
343.21,4.15,0.275,0,Van,Express,0.804,Fri,7.66,7.83
117.99,1.84,0.078,0,Van,Standard,0.451,Mon,14.08,2.83
168.71,1.44,0.343,0,Van,Standard,0.159,Wed,5.98,3.75
465.54,8.0,0.907,0,Van,Standard,0.813,Fri,4.32,11.87
29.04,3.27,0.84,0,Bike,Standard,0.637,Sat,14.93,2.16
233.08,0.2,0.403,0,Truck,Standard,0.918,Wed,8.19,6.48
357.22,3.43,0.597,0,Van,Standard,0.204,Sat,13.02,7.92
79.47,6.02,0.589,0,Bike,Express,0.375,Sat,13.71,2.86
28.45,1.4,0.837,0,Bike,Standard,0.425,Thu,8.02,1.81
73.41,3.92,0.274,0,Van,Standard,0.715,Tue,7.11,2.74
459.82,4.19,0.332,0,Truck,Standard,0.809,Fri,8.52,11.72
9.58,1.48,0.337,0,Truck,Express,0.965,Mon,12.79,1.19
98.22,8.48,0.089,0,Van,Standard,0.366,Sun,14.49,2.33
20.49,4.25,0.349,0,Truck,Standard,0.544,Wed,5.26,1.57
59.76,2.81,0.884,0,Van,Express,0.126,Sat,11.21,1.99
311.97,3.29,0.916,0,Van,Standard,0.328,Sat,4.64,7.95
124.61,1.23,0.154,0,Van,Express,0.437,Thu,9.36,2.96
286.76,1.19,0.485,0,Bike,Standard,0.634,Sun,12.17,8.46
297.15,2.61,0.412,0,Bike,Standard,0.524,Sat,13.35,8.64
425.47,2.74,0.515,0,Van,Express,0.428,Sun,7.01,9.41
7.35,3.13,0.577,0,Bike,Standard,0.662,Mon,5.86,1.32
427.42,8.98,0.069,0,Truck,Standard,0.846,Thu,4.18,11.31
311.46,5.8,0.85,1,Truck,Standard,0.318,Sun,2.43,9.19
85.56,0.68,0.975,0,Van,Express,0.409,Sat,5.79,3.24
387.6,7.89,0.671,0,Van,Express,0.734,Thu,13.14,9.02
428.47,2.59,0.677,0,Van,Standard,0.8,Mon,6.57,10.29
130.86,6.18,0.552,0,Bike,Express,0.843,Tue,5.1,4.53
459.8,2.76,0.368,0,Van,Standard,0.288,Fri,11.22,9.91
229.96,4.05,0.192,1,Bike,Standard,0.585,Fri,3.63,7.84
303.7,1.32,0.605,0,Van,Standard,0.91,Sun,4.22,7.69
492.4,4.71,0.093,0,Bike,Standard,0.453,Mon,14.07,13.27
183.96,6.66,0.833,0,Bike,Express,0.487,Wed,1.68,6.46
407.51,0.83,0.45,0,Bike,Standard,0.986,Tue,6.51,12.04
162.61,6.73,0.444,0,Truck,Standard,0.202,Sun,8.86,4.53
400.61,2.14,0.361,0,Bike,Standard,0.735,Tue,3.84,11.35
302.36,10.86,0.971,0,Van,Express,0.865,Tue,4.57,8.0
112.1,6.26,0.216,0,Van,Express,0.236,Wed,3.72,3.03
209.94,5.54,0.194,0,Van,Standard,0.743,Mon,5.51,5.02
162.23,3.3,0.207,0,Van,Standard,0.523,Fri,13.53,3.84
43.66,16.55,0.676,1,Bike,Standard,0.868,Thu,6.76,3.36
19.77,2.6,0.992,0,Van,Standard,0.917,Thu,6.56,2.31
176.51,1.6,0.274,0,Van,Express,0.885,Sun,6.11,4.21
14.42,2.2,0.91,0,Van,Standard,0.158,Thu,14.48,1.22
86.92,7.47,0.315,1,Van,Standard,0.781,Wed,2.2,3.35
363.97,4.0,0.666,0,Van,Standard,0.929,Wed,13.14,8.71
355.51,3.58,0.088,0,Van,Standard,0.659,Sat,5.24,8.32
370.6,2.63,0.521,0,Bike,Express,0.641,Thu,14.37,10.36
161.99,3.44,0.672,1,Van,Standard,0.141,Tue,5.07,5.03
445.56,2.49,0.56,0,Bike,Standard,0.87,Fri,1.7,13.07
298.95,5.9,0.276,0,Van,Standard,0.142,Sat,8.04,6.76
67.38,3.07,0.837,0,Van,Express,0.382,Tue,3.8,2.51
76.14,2.24,0.972,0,Bike,Express,0.933,Thu,11.42,3.76
348.08,7.06,0.486,1,Bike,Standard,0.955,Thu,10.03,10.53
90.61,1.64,0.654,0,Van,Standard,0.993,Tue,10.45,3.41
256.11,4.04,0.801,0,Van,Standard,0.529,Mon,3.31,6.77
495.93,0.56,0.279,0,Truck,Standard,0.26,Sat,10.78,12.14
6.98,1.09,0.871,0,Truck,Standard,0.539,Fri,5.01,1.52
13.21,2.82,0.316,0,Truck,Express,0.192,Fri,14.98,0.5
496.58,2.46,0.787,0,Van,Express,0.885,Wed,11.11,11.28
294.4,2.45,0.156,0,Bike,Standard,0.604,Thu,9.06,8.18
67.82,6.3,0.324,0,Van,Standard,0.464,Sun,13.07,2.07
449.16,6.54,0.557,1,Van,Standard,0.172,Tue,9.05,10.64
440.79,4.61,0.549,0,Van,Standard,0.465,Fri,8.51,9.8
270.42,1.57,0.858,0,Van,Standard,0.88,Mon,3.94,7.19
312.79,3.42,0.996,0,Bike,Standard,0.733,Mon,10.33,9.91
140.23,11.85,0.152,1,Bike,Express,0.174,Sun,5.93,4.94
30.01,15.54,0.308,0,Bike,Standard,0.244,Mon,1.12,1.59
299.31,7.11,0.39,0,Bike,Express,0.453,Fri,12.33,8.51
150.9,1.62,0.505,0,Truck,Standard,0.191,Thu,1.25,4.6
333.49,3.45,0.519,1,Bike,Standard,0.941,Sat,10.25,10.7
418.94,4.4,0.863,1,Van,Standard,0.687,Thu,2.77,10.71
13.99,3.94,0.782,0,Truck,Express,0.185,Fri,6.77,1.05
299.88,7.6,0.068,0,Van,Standard,0.809,Sun,12.96,7.01
119.48,6.11,0.482,0,Van,Standard,0.432,Sat,1.87,3.38
437.57,1.54,0.637,0,Van,Standard,0.32,Sat,10.17,10.09
130.56,2.28,0.487,0,Van,Standard,0.613,Tue,9.38,3.62
307.33,7.09,0.174,0,Van,Standard,0.112,Tue,13.08,6.89
279.0,9.17,0.428,0,Truck,Standard,0.519,Thu,3.0,7.82
201.1,4.44,0.441,1,Van,Standard,0.859,Fri,12.1,6.05
340.42,9.9,0.228,0,Truck,Express,0.935,Fri,7.03,8.84
364.26,4.09,0.768,0,Truck,Standard,0.408,Sat,6.72,9.86
285.63,1.79,0.355,0,Van,Standard,0.678,Mon,5.75,6.75
380.42,5.74,0.61,0,Van,Standard,0.304,Tue,6.09,8.59
491.79,19.89,0.54,0,Van,Standard,0.604,Tue,8.04,11.73
212.54,1.24,0.884,1,Van,Express,0.329,Thu,2.05,6.38
259.72,9.67,0.166,0,Van,Standard,0.614,Fri,6.66,6.1
11.17,5.53,0.159,0,Van,Standard,0.255,Mon,9.95,0.81
399.03,2.17,0.335,0,Truck,Express,0.947,Sun,7.72,10.16
262.51,0.58,0.46,0,Van,Standard,0.898,Wed,2.9,6.31
206.94,0.35,0.334,1,Van,Standard,0.403,Fri,5.76,6.04
51.57,2.45,0.775,0,Bike,Standard,0.799,Sat,6.92,2.59
445.38,4.92,0.283,0,Van,Standard,0.186,Mon,10.2,9.62
200.53,6.75,0.131,0,Van,Standard,0.766,Sun,13.56,4.83
342.88,7.8,0.443,0,Van,Standard,0.354,Sun,8.48,7.95
78.94,4.63,0.785,0,Van,Standard,0.222,Sun,10.31,2.82
480.97,4.13,0.858,1,Van,Standard,0.71,Mon,1.62,12.59
93.33,2.9,0.747,0,Van,Express,0.523,Wed,14.34,2.89
103.77,5.01,0.58,1,Bike,Standard,0.577,Tue,5.07,4.27
430.2,2.2,0.738,0,Bike,Standard,0.568,Thu,5.64,12.64
456.73,1.31,0.697,0,Truck,Standard,0.154,Sun,3.73,11.56
110.01,3.95,0.273,1,Van,Standard,0.146,Sat,1.73,3.73
237.55,6.41,0.573,0,Truck,Standard,0.641,Sat,11.96,6.39
368.08,1.06,0.782,0,Bike,Standard,0.661,Wed,3.99,11.06
439.79,2.45,0.351,1,Van,Express,0.142,Sun,4.6,10.28
192.63,3.85,0.671,0,Van,Express,0.441,Sun,3.14,4.85
260.92,3.79,0.507,1,Van,Express,0.652,Sat,14.64,6.75
372.15,5.43,0.528,0,Van,Standard,0.691,Sat,11.83,8.61
366.91,11.63,0.136,1,Van,Standard,0.845,Fri,13.98,9.48
392.57,0.35,0.683,0,Truck,Standard,0.479,Mon,12.99,10.3
287.12,11.97,0.872,0,Van,Standard,0.593,Tue,13.64,7.36
56.78,11.3,0.184,1,Bike,Express,0.621,Sat,7.45,3.17
452.47,6.82,0.398,0,Bike,Standard,0.381,Wed,2.97,12.96
433.46,4.38,0.096,0,Van,Standard,0.148,Tue,5.24,9.53
400.06,2.23,0.078,0,Van,Standard,0.104,Sun,4.74,8.4
54.43,6.77,0.99,0,Van,Standard,0.853,Thu,10.9,2.87
106.18,4.54,0.519,1,Van,Standard,0.28,Sun,0.87,4.49
373.08,2.94,0.388,0,Van,Standard,0.667,Tue,2.56,8.81
16.45,6.65,0.311,0,Van,Standard,0.619,Wed,10.4,0.88
489.72,7.43,0.981,0,Van,Standard,0.46,Wed,2.29,12.13
191.69,9.12,0.29,1,Van,Standard,0.85,Wed,1.2,5.52
361.06,2.03,0.739,1,Van,Express,0.729,Thu,2.08,10.35
444.35,8.37,0.32,1,Truck,Standard,0.12,Wed,10.51,11.72
200.34,2.99,0.117,0,Van,Standard,0.799,Sat,2.52,4.82
162.97,4.39,0.699,0,Truck,Standard,0.556,Wed,2.62,5.1
306.33,5.01,0.052,0,Bike,Standard,0.412,Thu,3.84,8.5
292.59,7.93,0.692,0,Van,Express,0.754,Sun,11.39,7.2
207.52,6.2,0.288,0,Van,Standard,0.717,Thu,3.41,5.23
302.88,2.91,0.759,0,Van,Express,0.38,Mon,1.01,7.2
468.01,0.41,0.781,0,Bike,Express,0.985,Mon,13.64,13.27
236.48,5.38,0.738,0,Van,Standard,0.684,Thu,13.21,6.24
102.39,4.26,0.073,0,Van,Standard,0.645,Fri,3.18,2.9
191.72,1.23,0.719,0,Truck,Standard,0.163,Sun,4.35,5.56
200.08,4.63,0.991,0,Van,Standard,0.351,Mon,3.23,5.88
69.9,3.81,0.28,1,Bike,Standard,0.502,Thu,10.93,3.22
85.62,9.06,0.311,0,Van,Standard,0.668,Wed,4.13,2.77
343.86,12.49,0.823,1,Van,Standard,0.561,Thu,14.01,9.99
173.04,7.31,0.202,0,Bike,Standard,0.787,Thu,12.5,5.48
477.67,3.65,0.678,0,Van,Standard,0.336,Wed,9.03,10.85
125.58,4.07,0.767,0,Van,Standard,0.732,Mon,0.63,4.11
53.97,1.97,0.085,0,Bike,Express,0.835,Mon,13.31,1.28
377.98,2.3,0.576,0,Van,Standard,0.789,Thu,11.05,9.12
441.11,3.49,0.597,0,Van,Standard,0.794,Tue,11.92,10.42
142.67,3.22,0.338,0,Van,Express,0.9,Wed,1.54,3.79
105.03,1.16,0.883,1,Van,Standard,0.176,Mon,10.77,3.62
96.95,9.12,0.205,0,Bike,Standard,0.727,Mon,12.17,3.05
263.4,9.96,0.396,0,Truck,Standard,0.972,Mon,14.37,7.36
236.87,8.93,0.856,0,Van,Standard,0.616,Wed,8.92,6.44
133.42,10.18,0.231,0,Bike,Express,0.296,Tue,7.87,3.98
27.36,14.81,0.83,0,Truck,Standard,0.999,Tue,6.67,2.56
243.34,2.01,0.125,0,Bike,Standard,0.257,Wed,10.67,6.83
479.87,14.41,0.515,0,Van,Standard,0.402,Wed,13.85,10.88
328.0,2.89,0.122,0,Van,Standard,0.255,Mon,9.2,7.28
250.28,5.95,0.694,1,Truck,Standard,0.518,Mon,3.8,8.04
59.79,0.9,0.801,1,Truck,Express,0.477,Sun,0.75,3.24
129.96,2.61,0.857,0,Bike,Standard,0.542,Fri,9.48,4.72
150.91,7.44,0.982,1,Van,Standard,0.935,Mon,13.04,5.92
383.58,6.14,0.688,0,Van,Standard,0.53,Tue,1.46,9.66
438.97,2.85,0.781,0,Van,Express,0.563,Wed,6.26,10.25
451.31,4.07,0.53,1,Van,Standard,0.898,Sun,14.13,10.9
492.36,2.39,0.917,0,Bike,Standard,0.836,Sun,7.77,14.32
491.27,7.43,0.662,0,Bike,Standard,0.316,Sat,3.7,14.19
476.73,9.52,0.889,0,Bike,Express,0.112,Mon,5.63,13.57
40.55,2.01,0.274,0,Bike,Standard,0.667,Thu,6.42,2.36
73.21,3.77,0.522,0,Bike,Express,0.86,Thu,2.2,2.87
155.71,1.12,0.743,0,Truck,Standard,0.598,Fri,10.08,5.26
278.68,4.53,0.243,0,Van,Express,0.29,Sat,9.09,6.18
53.0,5.52,0.251,0,Van,Express,0.767,Wed,9.89,1.49
423.67,4.8,0.979,0,Truck,Standard,0.703,Thu,9.36,11.87
310.29,5.23,0.463,0,Van,Standard,0.609,Tue,0.74,7.7
273.47,3.48,0.223,1,Van,Standard,0.877,Tue,3.03,7.4
86.83,3.54,0.365,0,Truck,Standard,0.806,Wed,2.9,3.27
130.36,3.42,0.428,0,Van,Standard,0.701,Sat,1.92,3.92
84.35,2.54,0.642,0,Van,Standard,0.698,Thu,11.16,2.95
426.71,2.8,0.927,0,Truck,Express,0.696,Fri,2.24,11.74
294.19,5.35,0.987,0,Van,Standard,0.573,Fri,10.19,7.57
368.89,9.13,0.669,0,Van,Standard,0.518,Wed,3.09,8.97
151.54,1.72,0.715,0,Truck,Standard,0.739,Sun,2.22,5.07
188.77,3.53,0.356,0,Van,Standard,0.649,Mon,2.86,4.52
205.4,1.41,0.864,0,Truck,Standard,0.541,Sun,7.87,6.32
381.21,2.58,0.257,0,Bike,Standard,0.214,Mon,9.86,10.36
387.31,2.94,0.151,0,Bike,Standard,0.732,Wed,12.27,10.54
107.37,4.3,0.975,0,Van,Express,0.681,Sat,2.36,3.86
471.06,4.22,0.871,0,Bike,Standard,0.408,Fri,9.43,13.66
64.72,3.74,0.338,0,Truck,Express,0.421,Wed,11.72,2.22
448.58,5.05,0.691,0,Bike,Standard,0.322,Sun,5.03,12.93
54.7,1.87,0.494,0,Van,Standard,0.966,Mon,1.66,2.63
135.95,4.33,0.357,0,Bike,Standard,0.874,Fri,2.76,4.66
424.01,6.26,0.322,0,Truck,Standard,0.605,Thu,1.83,10.69
93.85,1.85,0.179,0,Van,Express,0.461,Tue,13.36,2.24
209.72,0.72,0.572,0,Bike,Standard,0.763,Sun,5.96,6.54
227.68,7.39,0.474,0,Bike,Standard,0.575,Sat,8.09,6.86
126.4,1.45,0.537,0,Van,Express,0.978,Mon,11.65,3.35
356.57,2.48,0.255,0,Truck,Standard,0.15,Mon,5.89,8.9
426.41,6.14,0.942,0,Truck,Express,0.131,Mon,9.91,11.42
437.91,1.77,0.657,0,Van,Standard,0.612,Wed,1.61,10.56
172.96,7.06,0.905,0,Van,Express,0.283,Wed,7.47,5.07
267.77,2.19,0.154,0,Bike,Standard,0.644,Sat,1.9,8.12
127.96,1.97,0.642,0,Van,Standard,0.803,Fri,4.1,3.62
126.17,1.41,0.857,0,Van,Standard,0.224,Mon,4.75,3.65
84.82,2.21,0.364,0,Bike,Standard,0.497,Thu,10.9,2.52
470.31,5.59,0.235,0,Van,Express,0.72,Sat,10.27,10.43
444.55,2.48,0.302,0,Truck,Standard,0.85,Sun,11.33,11.25
389.79,7.41,0.309,0,Bike,Standard,0.547,Wed,1.4,11.08
261.24,3.86,0.475,0,Bike,Standard,0.286,Mon,14.91,7.34
247.85,4.11,0.36,0,Bike,Express,0.627,Tue,1.29,7.36
267.22,1.92,0.308,0,Bike,Standard,0.509,Wed,12.47,7.29
270.6,8.14,0.666,0,Bike,Express,0.795,Thu,11.23,7.96
220.11,6.29,0.1,0,Van,Standard,0.6,Wed,9.08,5.17
70.22,6.18,0.373,1,Bike,Express,0.351,Mon,6.86,3.04
67.2,3.33,0.705,0,Van,Standard,0.779,Wed,11.48,2.63
476.36,1.26,0.217,0,Truck,Standard,0.566,Wed,11.23,11.71
243.61,4.26,0.26,0,Truck,Standard,0.26,Thu,2.49,6.01
476.84,5.43,0.241,0,Van,Standard,0.607,Mon,11.99,10.7
85.97,5.47,0.051,0,Bike,Express,0.953,Sat,1.64,2.91
279.44,4.98,0.5,0,Bike,Express,0.735,Wed,7.76,7.99
107.82,4.84,0.087,0,Bike,Standard,0.369,Wed,9.85,2.9
130.33,2.19,0.309,0,Truck,Express,0.74,Sun,12.41,3.33
19.88,2.28,0.995,1,Truck,Standard,0.354,Sat,7.22,2.41
63.88,1.43,0.922,1,Van,Standard,0.588,Mon,3.93,3.99
458.84,7.47,0.254,0,Van,Standard,0.574,Tue,7.61,10.07
164.16,12.13,0.345,0,Van,Standard,0.323,Mon,4.13,4.24
306.02,19.66,0.491,0,Bike,Standard,0.413,Thu,8.17,9.03
235.18,4.47,0.852,1,Truck,Standard,0.948,Wed,7.21,8.4
203.22,4.85,0.813,1,Bike,Standard,0.326,Wed,11.82,7.39
268.28,3.43,0.17,0,Van,Standard,0.821,Thu,3.98,6.49
97.68,4.43,0.168,0,Van,Express,0.701,Thu,3.4,2.68
494.36,1.76,0.446,0,Bike,Standard,0.579,Mon,7.38,13.66
410.06,3.38,0.877,0,Van,Standard,0.224,Mon,1.23,9.95
372.1,1.99,0.888,0,Truck,Express,0.284,Sat,3.83,10.17
237.04,3.06,0.152,0,Bike,Standard,0.261,Sun,5.63,6.67
80.67,2.13,0.596,0,Van,Express,0.628,Sat,7.57,2.78
460.73,5.44,0.198,0,Van,Standard,0.976,Sun,4.41,10.22
173.99,5.9,0.702,0,Bike,Standard,0.89,Thu,8.63,5.85
29.8,4.74,0.921,0,Bike,Standard,0.123,Sat,13.24,2.17
174.49,2.28,0.482,0,Bike,Express,0.346,Sun,8.38,5.25
398.26,1.34,0.129,0,Bike,Express,0.242,Sun,4.66,10.77
313.24,5.95,0.6,0,Van,Standard,0.978,Tue,1.4,8.27
376.67,3.84,0.438,0,Truck,Express,0.312,Tue,2.48,9.22
397.85,0.69,0.82,0,Van,Express,0.281,Wed,8.64,9.34
109.92,4.24,0.373,0,Truck,Standard,0.659,Thu,10.41,3.58
462.27,4.87,0.881,0,Van,Standard,0.601,Sun,1.22,11.2
221.8,0.95,0.31,0,Van,Standard,0.303,Wed,3.19,5.69
321.31,5.5,0.2,0,Van,Standard,0.703,Sat,5.13,7.54
6.14,1.1,0.341,0,Bike,Standard,0.187,Sun,5.14,0.5
496.72,2.09,0.083,0,Van,Express,0.117,Sun,14.4,10.26
144.04,1.11,0.317,0,Van,Standard,0.174,Tue,3.45,3.38
35.72,1.91,0.677,0,Van,Standard,0.428,Tue,1.41,2.13
231.84,1.35,0.185,0,Van,Standard,0.978,Tue,5.62,5.84
68.87,7.44,0.156,0,Bike,Standard,0.593,Sat,2.45,2.5
80.4,3.2,0.176,0,Truck,Standard,0.779,Fri,2.34,3.06
317.98,2.7,0.124,0,Bike,Express,0.389,Wed,6.41,8.8
199.5,7.9,0.881,0,Truck,Standard,0.747,Mon,4.94,6.34
461.32,7.64,0.947,0,Truck,Standard,0.97,Thu,1.83,13.05
162.98,2.87,0.094,0,Truck,Standard,0.422,Sat,9.26,4.38
364.46,4.68,0.772,0,Van,Standard,0.999,Thu,7.77,9.14
233.24,2.43,0.75,1,Bike,Standard,0.675,Tue,1.62,8.76
331.68,3.57,0.997,0,Van,Standard,0.774,Fri,13.01,8.63
301.85,1.57,0.38,0,Van,Standard,0.327,Fri,4.63,6.75
239.03,5.16,0.321,0,Van,Standard,0.679,Fri,14.44,5.23
475.28,8.1,0.48,0,Bike,Express,0.56,Sun,14.01,13.14
174.64,7.19,0.864,0,Bike,Standard,0.961,Wed,6.79,6.04
92.73,3.97,0.742,0,Van,Standard,0.914,Fri,3.81,3.34
340.66,0.62,0.498,1,Van,Standard,0.457,Sat,12.61,7.84
423.77,2.34,0.282,0,Van,Express,0.952,Tue,5.74,9.32
24.93,3.56,0.741,0,Truck,Standard,0.896,Tue,2.87,2.26
227.57,1.19,0.862,0,Van,Standard,0.631,Mon,8.5,6.14
446.78,1.0,0.43,0,Van,Standard,0.174,Wed,7.6,9.78
376.06,9.57,0.685,0,Bike,Standard,0.245,Mon,12.83,10.55
495.94,6.65,0.43,0,Van,Standard,0.169,Sat,11.07,10.73
268.05,5.43,0.505,0,Van,Standard,0.197,Mon,13.2,6.2
331.7,6.15,0.549,0,Bike,Standard,0.979,Fri,11.15,9.93
154.73,1.39,0.787,0,Bike,Standard,0.291,Fri,9.81,5.26
474.03,1.85,0.979,0,Van,Standard,0.722,Sun,7.75,11.8
186.34,4.48,0.472,0,Bike,Standard,0.673,Wed,14.82,5.64
370.56,4.73,0.375,0,Van,Standard,0.668,Wed,14.41,8.08
204.55,1.13,0.405,0,Bike,Standard,0.286,Tue,12.81,5.69
283.1,4.26,0.177,0,Bike,Express,0.621,Thu,11.74,7.78
361.29,3.61,0.332,1,Bike,Standard,0.663,Tue,8.87,10.58
256.92,7.04,0.132,0,Van,Standard,0.613,Mon,4.27,5.91
454.01,4.75,0.456,0,Van,Standard,0.268,Sun,13.19,10.0
212.55,10.27,0.209,0,Van,Standard,0.751,Fri,0.66,5.9
325.3,2.89,0.379,0,Bike,Express,0.166,Mon,3.8,8.85
174.47,1.47,0.804,1,Truck,Express,0.632,Fri,6.35,5.75
207.04,10.1,0.284,0,Van,Standard,0.493,Wed,9.0,4.78
222.82,4.92,0.631,0,Van,Standard,0.325,Tue,8.63,5.77
67.27,3.63,0.906,0,Van,Standard,0.827,Thu,3.05,3.39
50.4,1.91,0.589,0,Truck,Standard,0.258,Sat,2.02,2.27
335.41,2.91,0.234,0,Truck,Standard,0.94,Mon,3.72,9.23
329.48,2.79,0.378,0,Van,Express,0.896,Wed,5.56,7.63
333.14,1.42,0.611,0,Van,Express,0.425,Sun,0.7,7.78
14.78,0.43,0.531,1,Bike,Standard,0.375,Wed,10.54,1.89
166.64,2.74,0.191,0,Van,Standard,0.224,Mon,4.09,4.04
102.92,6.25,0.474,0,Van,Standard,0.925,Thu,5.6,2.97
390.18,8.55,0.566,0,Bike,Standard,0.665,Fri,5.36,11.54
431.01,7.23,0.304,0,Truck,Standard,0.129,Sun,7.92,10.6
127.11,7.5,0.632,0,Truck,Express,0.56,Fri,12.97,3.99
335.59,1.57,0.117,0,Bike,Express,0.177,Mon,2.67,9.09
69.03,4.54,0.37,0,Truck,Standard,0.616,Sat,5.44,2.2
141.2,5.46,0.814,0,Van,Standard,0.558,Sat,10.53,4.31
73.63,5.7,0.296,0,Van,Standard,0.175,Fri,1.14,2.19
145.34,3.57,0.625,1,Truck,Express,0.834,Sun,12.53,5.52
338.99,4.16,0.44,0,Van,Standard,0.336,Sat,14.45,7.68
455.61,7.09,0.351,1,Van,Standard,0.587,Tue,9.31,11.11
105.25,5.33,0.92,0,Van,Standard,0.675,Wed,14.37,3.76
273.33,6.01,0.376,0,Bike,Standard,0.966,Thu,6.49,8.31
352.19,2.65,0.275,0,Van,Standard,0.544,Thu,6.52,8.22
476.7,5.8,0.914,0,Van,Standard,0.926,Fri,2.04,12.3
306.98,4.12,0.759,0,Van,Standard,0.419,Fri,1.01,7.9
131.28,6.62,0.698,0,Bike,Express,0.872,Mon,4.05,4.82
314.61,2.19,0.097,0,Bike,Standard,0.312,Thu,7.43,8.72
163.64,6.27,0.175,0,Van,Standard,0.737,Mon,7.86,4.21
488.18,2.94,0.656,0,Bike,Standard,0.18,Thu,3.65,13.79
202.84,6.29,0.249,0,Van,Standard,0.987,Wed,9.39,5.57
344.29,4.56,0.264,0,Van,Standard,0.959,Tue,3.13,8.11
16.5,3.91,0.79,0,Van,Standard,0.498,Sun,5.23,1.89
203.03,3.06,0.322,0,Bike,Standard,0.572,Tue,3.34,6.14
438.18,3.64,0.118,0,Truck,Express,0.638,Mon,10.6,10.51
307.06,2.75,0.085,0,Van,Standard,0.348,Wed,7.99,6.74
224.75,3.02,0.471,0,Van,Standard,0.707,Sat,11.17,5.46
468.29,5.23,0.636,0,Van,Standard,0.729,Mon,1.33,11.24
427.72,0.82,0.875,0,Van,Standard,0.573,Thu,6.67,10.39
164.5,6.23,0.155,0,Van,Standard,0.233,Wed,14.52,3.47
274.55,6.3,0.237,0,Van,Express,0.927,Sun,1.28,6.89
247.46,3.13,0.553,0,Van,Express,0.204,Mon,6.57,5.89
317.94,4.24,0.396,0,Truck,Express,0.666,Mon,1.09,8.69
170.39,1.75,0.508,0,Van,Standard,0.193,Thu,2.63,4.35
125.88,5.0,0.928,0,Truck,Standard,0.231,Tue,7.21,4.36
456.77,1.94,0.568,0,Van,Express,0.118,Fri,2.78,10.22
462.32,0.2,0.444,0,Truck,Standard,0.427,Tue,8.02,11.59
422.44,8.34,0.99,0,Truck,Standard,0.676,Thu,13.88,11.76
489.21,1.58,0.112,0,Bike,Express,0.569,Mon,3.41,13.28
373.77,3.58,0.936,0,Bike,Standard,0.707,Fri,2.05,11.39
383.51,4.35,0.527,0,Van,Standard,0.708,Thu,12.47,8.94
382.48,5.22,0.529,0,Van,Express,0.226,Mon,7.17,8.43
242.9,3.82,0.926,0,Van,Standard,0.152,Tue,13.3,6.15
230.94,4.62,0.532,0,Van,Standard,0.663,Mon,4.94,5.98
123.91,3.08,0.466,0,Truck,Standard,0.688,Mon,9.6,4.08
324.19,0.98,0.309,0,Van,Express,0.601,Fri,13.89,6.94
148.21,3.71,0.676,0,Van,Standard,0.321,Wed,2.99,4.12
132.62,5.72,0.591,0,Bike,Express,0.83,Sat,12.11,4.28
295.05,1.67,0.254,0,Van,Standard,0.168,Tue,9.66,6.3
207.94,4.39,0.724,0,Bike,Standard,0.669,Sat,12.29,6.55
113.33,11.58,0.662,0,Van,Standard,0.208,Fri,2.98,3.44
408.95,3.54,0.427,0,Van,Standard,0.689,Fri,6.79,9.56
430.98,3.67,0.054,0,Van,Standard,0.476,Sat,2.37,9.64
88.01,0.9,0.474,1,Van,Standard,0.746,Fri,14.42,3.09
8.72,1.5,0.056,1,Van,Standard,0.147,Sat,1.41,1.79
171.38,1.95,0.121,0,Bike,Standard,0.6,Sat,1.45,5.4
399.77,5.57,0.459,0,Bike,Standard,0.23,Thu,13.52,10.87
420.39,1.77,0.128,0,Truck,Express,0.714,Sat,4.86,10.75
73.47,0.61,0.312,0,Truck,Standard,0.208,Sat,9.16,2.19
388.3,4.93,0.673,0,Van,Standard,0.166,Sat,4.67,9.02
62.27,2.1,0.343,0,Bike,Standard,0.742,Fri,9.91,2.49
198.08,0.93,0.998,0,Van,Standard,0.157,Mon,3.29,5.61
499.31,6.03,0.92,0,Van,Standard,0.302,Thu,7.15,11.92
100.33,2.82,0.606,0,Van,Standard,0.842,Mon,8.24,3.34
81.21,5.25,0.969,0,Bike,Standard,0.829,Mon,5.34,3.99
214.29,0.9,0.875,0,Van,Standard,0.869,Wed,4.15,5.83
311.74,0.37,0.353,0,Bike,Express,0.393,Thu,2.53,8.81
466.79,4.1,0.762,0,Van,Standard,0.575,Thu,10.74,10.87
490.51,1.45,0.18,1,Bike,Standard,0.796,Sun,2.94,14.81
39.47,4.06,0.7,0,Van,Standard,0.223,Sat,4.74,1.93
73.31,4.12,0.517,0,Van,Standard,0.752,Wed,5.39,2.59
