Shipment_ID,Date,Origin,Destination,Transport_Mode,Shipment_Volume_m3,Weight_kg,Distance_km,Expected_Time_days,Delivery_Time_days,Delay_days,Transportation_Cost,Fuel_Cost,Handling_Cost,Total_Cost,Customer_Rating,Delivery_Status
SHP0345,2026-02-15,Chennai,Jaipur,Road,7.2,325.2,506.9,2.43,2.7,0.0,4275.69,1371.34,207.78,5854.8,5.0,On Time
SHP0346,2026-01-13,Chennai,Hyderabad,Rail,10.27,436.5,179.9,2.53,4.23,2.03,1300.03,318.31,291.18,1909.52,3.95,Delayed
SHP0347,2026-06-14,Delhi,Bengaluru,Rail,9.7,602.0,448.7,2.94,3.97,1.04,4440.2,1147.66,281.62,5869.49,5.0,Delayed
SHP0348,2026-04-12,Delhi,Pune,Road,11.21,476.7,302.0,2.11,2.6,0.57,3195.32,1220.9,259.57,4675.79,4.62,Delayed
SHP0349,2026-01-24,Kolkata,Hyderabad,Road,2.73,219.4,664.5,2.67,2.52,0.0,5393.47,1802.45,134.84,7330.76,5.0,On Time
SHP0350,2026-01-02,Delhi,Ahmedabad,Rail,9.88,548.8,299.8,2.71,2.71,0.0,2882.2,719.57,270.87,3872.63,5.0,On Time
SHP0351,2026-03-22,Kolkata,Lucknow,Road,17.62,799.7,1186.6,3.48,5.18,2.1,20048.23,5437.15,487.28,25972.66,3.81,Delayed
SHP0352,2026-04-10,Kolkata,Pune,Air,8.75,610.6,612.6,1.62,2.67,0.69,20326.77,5714.27,284.28,26325.32,4.89,Delayed
SHP0353,2026-05-22,Delhi,Pune,Rail,3.59,142.5,579.1,3.14,2.51,0.0,2453.26,611.62,207.72,3272.59,4.79,On Time
SHP0354,2026-05-18,Mumbai,Ahmedabad,Road,7.47,473.9,995.6,3.18,4.68,1.31,10767.78,4105.65,201.99,15075.41,4.13,Delayed
SHP0355,2026-06-12,Mumbai,Bengaluru,Road,3.54,157.8,1216.2,3.52,3.41,0.0,9256.82,2505.8,225.54,11988.16,4.54,On Time
SHP0356,2026-06-02,Kolkata,Jaipur,Rail,5.35,289.6,641.6,3.24,4.88,2.05,4146.75,957.03,261.89,5365.68,3.96,Delayed
SHP0357,2026-05-11,Delhi,Lucknow,Road,9.24,429.2,393.7,2.26,4.48,2.15,4419.65,1342.87,216.46,5978.97,3.93,Delayed
SHP0358,2026-04-21,Mumbai,Pune,Rail,5.46,397.7,205.2,2.57,2.1,0.08,1541.05,339.66,193.52,2074.22,5.0,On Time
SHP0359,2026-04-12,Delhi,Lucknow,Sea,7.41,604.1,416.1,4.54,4.55,0.0,2877.94,574.54,270.78,3723.26,5.0,On Time
SHP0360,2026-01-17,Delhi,Pune,Rail,21.29,801.9,435.2,2.92,2.42,0.0,4367.95,1363.09,525.81,6256.85,4.9,On Time
SHP0361,2026-01-12,Delhi,Lucknow,Road,7.4,453.8,696.8,2.72,2.88,0.0,8348.0,2658.94,229.5,11236.44,4.59,On Time
SHP0362,2026-04-26,Bengaluru,Hyderabad,Rail,6.94,276.3,519.4,3.05,2.73,0.0,3256.76,663.91,234.2,4154.87,5.0,On Time
SHP0363,2026-01-24,Delhi,Pune,Road,2.34,83.6,1016.5,3.21,3.99,0.94,5942.23,1895.08,141.22,7978.53,4.87,Delayed
SHP0364,2026-01-29,Bengaluru,Lucknow,Road,10.57,687.4,436.4,2.32,2.9,0.47,6972.14,2091.96,314.19,9378.29,5.0,On Time
SHP0365,2026-06-20,Kolkata,Jaipur,Sea,5.3,326.2,626.3,4.86,4.59,0.0,2977.89,659.31,257.27,3894.47,5.0,On Time
SHP0366,2026-06-02,Mumbai,Hyderabad,Road,7.61,336.4,1403.3,3.81,4.31,0.52,12705.72,3814.46,229.91,16750.09,4.64,Delayed
SHP0367,2026-05-02,Mumbai,Hyderabad,Sea,9.67,352.5,811.7,5.15,5.67,1.06,4553.27,1015.73,329.16,5898.17,4.26,Delayed
SHP0368,2026-03-31,Mumbai,Jaipur,Sea,11.78,442.1,625.1,4.86,6.16,1.08,3904.13,855.34,304.73,5064.2,4.15,Delayed
SHP0369,2026-03-06,Mumbai,Lucknow,Road,9.01,449.4,439.5,2.33,2.94,0.0,4919.27,1550.28,252.5,6722.05,4.98,On Time
SHP0370,2026-03-25,Mumbai,Ahmedabad,Road,7.23,292.4,430.7,2.31,3.96,0.67,3489.88,1211.61,278.78,4980.27,4.6,Delayed
SHP0371,2026-04-29,Mumbai,Jaipur,Road,4.6,324.3,373.9,2.23,2.26,0.0,3256.93,943.64,234.98,4435.55,5.0,On Time
SHP0372,2026-06-05,Mumbai,Lucknow,Road,6.51,235.5,457.3,2.35,4.33,1.7,3829.15,1111.74,266.95,5207.84,4.02,Delayed
SHP0373,2026-01-16,Kolkata,Jaipur,Road,6.02,219.3,1062.3,3.28,4.25,1.58,8096.61,2288.89,182.24,10567.75,4.08,Delayed
SHP0374,2026-06-24,Delhi,Jaipur,Rail,3.2,218.6,562.7,3.12,3.64,0.0,3306.11,659.03,161.23,4126.37,4.73,On Time
SHP0375,2026-04-14,Chennai,Pune,Road,5.41,322.0,270.3,2.07,2.37,0.03,2790.54,812.13,246.12,3848.79,5.0,On Time
SHP0376,2026-04-02,Bengaluru,Lucknow,Road,2.61,192.1,2051.4,4.81,5.78,1.14,16395.5,5166.79,168.49,21730.77,4.4,Delayed
SHP0377,2026-01-27,Chennai,Ahmedabad,Air,0.5,26.9,800.3,1.91,2.34,0.0,9020.47,2252.49,91.42,11364.39,4.94,On Time
SHP0378,2026-06-19,Chennai,Pune,Road,6.85,273.3,260.5,2.05,3.1,1.14,2399.61,625.43,259.31,3284.34,4.11,Delayed
SHP0379,2026-06-24,Delhi,Jaipur,Air,2.69,148.9,487.7,1.43,1.54,0.28,7354.98,2073.19,143.35,9571.52,4.38,On Time
SHP0380,2026-06-11,Delhi,Bengaluru,Road,4.92,366.7,698.6,2.72,4.66,1.77,6402.36,2391.39,271.35,9065.1,4.48,Delayed
SHP0381,2026-06-14,Delhi,Jaipur,Road,4.11,234.9,1968.4,4.68,4.81,0.5,14092.87,5176.52,247.96,19517.35,4.92,Delayed
SHP0382,2026-05-14,Mumbai,Jaipur,Rail,12.33,445.2,316.3,2.74,3.09,0.0,2369.32,657.8,363.13,3390.25,4.43,On Time
SHP0383,2026-05-15,Kolkata,Lucknow,Rail,3.5,158.7,1225.9,4.14,3.77,0.0,6504.15,1397.55,230.71,8132.4,5.0,On Time
SHP0384,2026-06-02,Mumbai,Lucknow,Air,1.8,96.7,1614.3,3.16,3.14,0.35,21057.92,6195.76,154.75,27408.44,5.0,On Time
SHP0385,2026-02-02,Kolkata,Pune,Rail,4.76,324.7,432.0,2.91,2.6,0.0,2608.96,600.84,232.51,3442.31,5.0,On Time
SHP0386,2026-02-24,Kolkata,Ahmedabad,Air,7.4,266.2,542.7,1.51,3.32,1.55,11782.45,2691.44,304.83,14778.73,4.71,Delayed
SHP0387,2026-01-07,Chennai,Pune,Road,3.51,139.8,331.4,2.16,2.05,0.1,1965.27,637.98,191.83,2795.08,5.0,On Time
SHP0388,2026-02-26,Chennai,Hyderabad,Road,8.7,527.0,569.5,2.53,2.98,0.92,7465.91,2199.66,267.62,9933.18,4.0,Delayed
SHP0389,2026-05-06,Kolkata,Jaipur,Air,2.33,177.9,634.7,1.65,1.61,0.17,10082.28,3114.98,102.36,13299.61,5.0,On Time
SHP0390,2026-01-12,Kolkata,Bengaluru,Air,2.74,212.7,998.0,2.21,2.2,0.0,15741.37,5196.68,166.49,21104.54,5.0,On Time
SHP0391,2026-01-16,Mumbai,Jaipur,Sea,8.11,582.6,1320.3,5.93,5.9,0.38,10020.56,1814.71,294.87,12130.14,4.58,On Time
SHP0392,2026-02-12,Mumbai,Jaipur,Road,9.79,459.8,399.7,2.26,3.26,1.4,4126.15,1271.29,329.3,5726.75,4.43,Delayed
SHP0393,2026-04-27,Chennai,Pune,Road,4.43,165.0,180.9,1.93,2.67,0.0,1292.52,365.81,217.41,1875.73,4.42,On Time
SHP0394,2026-05-15,Delhi,Bengaluru,Air,5.61,281.1,641.1,1.66,2.72,1.36,12126.7,3207.47,201.98,15536.15,4.6,Delayed
SHP0395,2026-04-21,Kolkata,Bengaluru,Road,3.92,153.6,786.6,2.86,2.75,0.0,4856.02,1674.2,121.29,6651.51,4.69,On Time
SHP0396,2026-02-20,Mumbai,Bengaluru,Sea,10.7,559.4,764.4,5.08,5.01,0.07,4582.89,1286.79,295.33,6165.01,4.62,On Time
SHP0397,2026-06-09,Chennai,Pune,Air,13.05,559.2,525.6,1.48,2.42,1.08,13922.4,4793.32,344.25,19059.97,4.37,Delayed
SHP0398,2026-03-16,Mumbai,Jaipur,Road,20.53,865.7,704.9,2.73,3.09,0.14,10843.09,4037.49,478.51,15359.09,5.0,On Time
SHP0399,2026-01-08,Kolkata,Pune,Air,15.48,1047.0,1740.6,3.35,5.07,1.39,83737.24,24331.8,420.26,108489.29,4.29,Delayed
SHP0400,2026-02-14,Kolkata,Lucknow,Air,4.15,233.2,833.1,1.96,2.08,0.24,15290.89,4094.58,264.11,19649.58,4.61,On Time
SHP0401,2026-02-28,Bengaluru,Lucknow,Road,11.32,510.1,509.9,2.43,2.93,0.93,5900.79,1753.47,328.12,7982.38,4.31,Delayed
SHP0402,2026-05-12,Delhi,Pune,Sea,1.13,85.7,469.6,4.62,5.07,0.0,1437.04,307.15,132.67,1876.86,4.6,On Time
SHP0403,2026-04-14,Bengaluru,Bengaluru,Road,6.81,383.0,582.1,2.55,2.51,0.0,6545.2,1868.78,233.54,8647.52,4.92,On Time
SHP0404,2026-06-06,Chennai,Jaipur,Air,9.0,437.9,1883.4,3.57,6.14,1.97,52089.97,13827.17,286.38,66203.52,4.29,Delayed
SHP0405,2026-06-06,Mumbai,Pune,Road,5.16,184.5,577.0,2.54,3.59,1.84,4452.59,1165.72,183.81,5802.12,3.99,Delayed
SHP0406,2026-04-08,Chennai,Pune,Air,4.39,224.0,641.7,1.66,1.73,0.0,12698.12,2952.33,203.19,15853.65,5.0,On Time
SHP0407,2026-06-05,Kolkata,Pune,Road,14.06,561.3,475.1,2.38,3.61,0.56,5800.67,1829.23,388.93,8018.83,5.0,Delayed
SHP0408,2026-03-20,Bengaluru,Hyderabad,Road,8.4,444.1,1327.8,3.69,4.66,1.09,14285.62,5214.75,278.51,19778.88,4.19,Delayed
SHP0409,2026-05-04,Bengaluru,Lucknow,Sea,19.94,806.1,2323.6,7.47,9.44,2.04,20519.28,4445.56,495.01,25459.86,3.81,Delayed
SHP0410,2026-06-21,Bengaluru,Bengaluru,Road,16.26,755.6,871.2,2.99,3.09,0.0,13958.27,4639.41,427.95,19025.63,5.0,On Time
SHP0411,2026-01-04,Chennai,Ahmedabad,Road,2.76,105.3,685.9,2.71,2.51,0.0,4231.15,1346.19,107.6,5684.94,5.0,On Time
SHP0412,2026-03-31,Kolkata,Bengaluru,Sea,4.61,248.1,665.7,4.92,5.03,0.22,2830.33,582.71,225.23,3638.27,4.3,On Time
SHP0413,2026-04-14,Mumbai,Ahmedabad,Sea,3.72,171.7,138.0,4.11,5.25,1.25,581.69,113.35,163.49,858.52,4.45,Delayed
SHP0414,2026-05-17,Mumbai,Hyderabad,Rail,11.53,522.0,1055.0,3.87,6.7,3.05,9624.73,2444.82,289.11,12358.67,3.32,Delayed
SHP0415,2026-04-29,Chennai,Pune,Rail,7.56,404.9,709.2,3.34,4.09,0.32,5096.11,1244.46,217.48,6558.06,5.0,On Time
SHP0416,2026-05-13,Bengaluru,Hyderabad,Road,2.57,179.8,858.7,2.97,3.13,0.0,6582.25,2124.82,181.48,8888.55,4.74,On Time
SHP0417,2026-02-25,Delhi,Hyderabad,Road,2.69,199.0,409.3,2.28,3.57,1.2,2918.01,851.59,160.56,3930.16,4.04,Delayed
SHP0418,2026-04-06,Chennai,Jaipur,Road,8.16,665.5,506.3,2.43,4.83,2.12,6527.98,1993.48,208.07,8729.53,3.6,Delayed
SHP0419,2026-06-27,Chennai,Lucknow,Rail,6.91,265.9,497.6,3.02,3.58,0.66,2836.14,781.96,261.05,3879.16,4.44,Delayed
SHP0420,2026-03-16,Kolkata,Ahmedabad,Air,1.18,74.7,1262.7,2.62,2.35,0.0,16269.22,4681.8,90.85,21041.87,5.0,On Time
SHP0421,2026-05-23,Mumbai,Pune,Air,2.6,169.1,508.2,1.46,2.75,1.51,7323.81,2486.44,171.71,9981.96,3.76,Delayed
SHP0422,2026-02-01,Chennai,Ahmedabad,Air,21.32,896.8,2516.7,4.55,6.56,2.01,109139.99,29835.27,512.17,139487.43,3.67,Delayed
SHP0423,2026-01-28,Chennai,Bengaluru,Road,10.13,592.0,860.1,2.97,2.6,0.0,10973.1,4048.11,333.42,15354.62,4.37,On Time
SHP0424,2026-01-22,Bengaluru,Ahmedabad,Road,2.95,146.8,283.7,2.09,3.09,1.18,1964.52,630.7,235.48,2830.69,4.7,Delayed
SHP0425,2026-01-17,Bengaluru,Bengaluru,Road,5.59,382.9,597.9,2.57,4.19,1.8,5471.7,2083.23,172.87,7727.8,4.46,Delayed
SHP0426,2026-02-28,Delhi,Lucknow,Road,15.65,571.9,425.6,2.3,5.03,1.98,5067.51,1765.83,399.78,7233.12,3.8,Delayed
SHP0427,2026-03-31,Kolkata,Bengaluru,Road,2.67,104.2,156.1,1.89,1.65,0.73,1055.03,274.1,158.37,1487.51,4.49,Delayed
SHP0428,2026-04-16,Delhi,Ahmedabad,Air,15.67,607.1,1838.4,3.5,4.43,0.99,58019.06,17596.18,417.32,76032.56,4.61,Delayed
SHP0429,2026-01-26,Bengaluru,Ahmedabad,Road,8.17,441.7,1026.6,3.23,5.86,2.03,12558.75,3459.67,274.69,16293.11,4.4,Delayed
SHP0430,2026-01-25,Mumbai,Bengaluru,Road,5.21,215.5,919.2,3.06,3.11,0.0,8011.23,2189.52,201.53,10402.27,5.0,On Time
SHP0431,2026-05-18,Bengaluru,Hyderabad,Road,6.89,481.7,723.8,2.76,4.27,1.24,8149.16,2586.37,228.57,10964.1,4.07,Delayed
SHP0432,2026-02-14,Kolkata,Lucknow,Air,4.95,408.2,264.7,1.08,1.12,0.0,6095.74,1769.98,170.11,8035.82,4.43,On Time
SHP0433,2026-03-24,Bengaluru,Jaipur,Rail,5.23,424.2,474.7,2.98,4.36,1.62,3862.23,855.31,248.65,4966.19,3.72,Delayed
SHP0434,2026-01-11,Kolkata,Pune,Road,8.02,375.0,1123.4,3.38,3.14,0.54,12678.68,3029.62,280.42,15988.71,4.73,Delayed
SHP0435,2026-04-14,Kolkata,Ahmedabad,Road,3.75,194.2,328.2,2.15,4.3,2.07,2530.49,824.0,219.55,3574.05,3.63,Delayed
SHP0436,2026-03-09,Kolkata,Pune,Rail,4.44,218.6,125.4,2.44,3.21,1.04,729.87,158.23,188.98,1077.08,4.5,Delayed
SHP0437,2026-04-05,Kolkata,Jaipur,Road,3.61,297.9,560.8,2.51,2.23,0.0,5369.93,1583.16,161.99,7115.08,4.81,On Time
SHP0438,2026-06-05,Kolkata,Pune,Air,6.63,353.4,592.8,1.59,3.39,1.97,12810.63,3189.13,201.62,16201.38,3.54,Delayed
SHP0439,2026-03-06,Mumbai,Jaipur,Rail,11.69,497.7,709.9,3.34,6.05,2.1,5944.1,1213.65,342.98,7500.73,3.43,Delayed
SHP0440,2026-02-18,Delhi,Bengaluru,Road,17.33,908.3,1043.7,3.26,5.78,1.68,20017.55,5475.16,395.62,25888.33,4.62,Delayed
SHP0441,2026-06-24,Chennai,Hyderabad,Road,9.32,393.2,983.8,3.16,3.28,0.04,10633.81,3349.04,352.55,14335.4,5.0,On Time
SHP0442,2026-02-21,Delhi,Ahmedabad,Sea,7.75,492.8,769.1,5.08,5.16,0.24,4230.51,935.05,213.74,5379.3,5.0,On Time
SHP0443,2026-04-12,Kolkata,Jaipur,Road,13.9,556.0,1413.8,3.83,4.36,0.95,17232.72,6330.96,379.86,23943.54,4.67,Delayed
SHP0444,2026-02-26,Mumbai,Pune,Road,10.97,512.3,242.2,2.02,2.28,0.1,2670.75,836.93,372.32,3880.0,4.8,On Time
SHP0445,2026-02-16,Bengaluru,Ahmedabad,Air,2.91,189.4,902.3,2.06,4.93,2.24,14335.15,3666.18,193.37,18194.71,4.23,Delayed
SHP0446,2026-06-08,Mumbai,Hyderabad,Sea,11.04,699.4,976.7,5.4,6.01,0.69,8344.55,1549.47,324.91,10218.92,4.61,Delayed
SHP0447,2026-06-23,Kolkata,Bengaluru,Sea,14.13,640.7,290.4,4.35,3.51,0.0,1894.52,408.88,340.39,2643.79,5.0,On Time
SHP0448,2026-01-26,Mumbai,Ahmedabad,Air,9.4,372.0,244.7,1.05,2.18,0.89,5250.34,1643.97,240.91,7135.22,4.5,Delayed
SHP0449,2026-04-24,Mumbai,Jaipur,Road,3.67,196.9,400.3,2.27,3.06,0.45,2870.85,1008.74,213.07,4092.66,3.72,On Time
SHP0450,2026-01-05,Kolkata,Hyderabad,Road,5.65,350.1,422.8,2.3,2.47,0.73,4226.06,1312.22,274.39,5812.68,5.0,Delayed
SHP0451,2026-03-25,Mumbai,Pune,Air,2.96,114.3,1060.7,2.31,2.55,0.18,15502.18,3593.18,157.86,19253.22,5.0,On Time
SHP0452,2026-02-21,Chennai,Hyderabad,Rail,17.0,748.8,435.9,2.92,4.44,1.36,4364.64,1085.68,386.2,5836.51,4.37,Delayed
SHP0453,2026-04-15,Chennai,Hyderabad,Road,4.44,231.6,372.5,2.22,4.12,1.92,2745.18,899.31,113.87,3758.36,3.92,Delayed
SHP0454,2026-02-23,Mumbai,Lucknow,Sea,5.72,288.7,436.8,4.57,5.13,0.83,1908.58,503.61,188.61,2600.8,4.6,Delayed
SHP0455,2026-06-10,Bengaluru,Hyderabad,Road,11.0,720.2,1344.9,3.72,4.54,0.46,20254.23,5937.59,313.95,26505.77,4.54,On Time
SHP0456,2026-06-27,Kolkata,Hyderabad,Road,14.85,674.1,655.5,2.66,3.28,0.76,8913.61,3194.07,443.28,12550.96,4.8,Delayed
SHP0457,2026-06-15,Chennai,Ahmedabad,Road,7.4,417.3,578.5,2.54,2.84,0.82,6848.53,1887.63,276.83,9012.99,4.09,Delayed
SHP0458,2026-06-04,Bengaluru,Pune,Road,22.61,809.4,605.1,2.58,1.86,0.0,9799.36,2958.77,537.59,13295.72,5.0,On Time
SHP0459,2026-01-15,Mumbai,Ahmedabad,Road,3.65,185.4,1505.4,3.97,6.59,2.18,9893.44,3283.07,171.69,13348.21,4.0,Delayed
SHP0460,2026-03-02,Bengaluru,Ahmedabad,Road,8.26,417.5,399.4,2.26,3.74,1.26,4505.4,1156.83,248.18,5910.42,4.24,Delayed
SHP0461,2026-05-02,Delhi,Jaipur,Road,3.93,186.5,1528.5,4.0,7.17,3.14,10795.12,3689.05,239.86,14724.03,3.4,Delayed
SHP0462,2026-01-21,Chennai,Ahmedabad,Rail,16.52,619.6,745.3,3.4,5.05,1.81,7299.76,1600.11,424.47,9324.34,3.66,Delayed
SHP0463,2026-02-15,Mumbai,Lucknow,Rail,15.08,607.8,585.6,3.15,2.97,0.0,5174.09,1435.17,317.89,6927.15,4.66,On Time
SHP0464,2026-05-14,Kolkata,Lucknow,Rail,16.15,840.2,3000.0,6.87,8.66,2.17,35550.73,7572.41,387.09,43510.23,3.89,Delayed
SHP0465,2026-02-07,Mumbai,Jaipur,Sea,8.08,343.9,327.3,4.4,4.25,0.0,1772.53,414.4,235.44,2422.36,5.0,On Time
SHP0466,2026-03-03,Kolkata,Bengaluru,Road,20.65,965.7,516.5,2.44,3.2,1.5,10586.03,2792.72,472.53,13851.28,3.52,Delayed
SHP0467,2026-03-27,Mumbai,Pune,Road,3.5,176.3,291.7,2.1,2.12,0.28,1985.2,704.52,202.77,2892.5,5.0,On Time
SHP0468,2026-03-19,Bengaluru,Pune,Air,5.02,333.2,1207.2,2.53,2.42,0.0,25180.81,7702.55,206.66,33090.01,4.81,On Time
SHP0469,2026-02-15,Bengaluru,Ahmedabad,Road,3.51,180.5,1948.8,4.65,6.74,1.88,14064.53,4859.1,180.43,19104.05,3.9,Delayed
SHP0470,2026-05-21,Bengaluru,Ahmedabad,Sea,6.14,385.4,1924.5,6.86,6.85,0.0,11455.83,2272.55,276.5,14004.88,4.53,On Time
SHP0471,2026-01-03,Delhi,Bengaluru,Road,5.09,191.1,1440.2,3.87,4.14,0.0,11733.76,3441.73,187.24,15362.72,4.7,On Time
SHP0472,2026-01-06,Kolkata,Ahmedabad,Sea,10.78,620.6,571.6,4.78,5.62,0.37,3703.62,885.75,379.23,4968.59,5.0,On Time
SHP0473,2026-04-03,Bengaluru,Pune,Road,12.25,449.9,512.6,2.44,3.69,0.88,5214.66,1614.73,317.05,7146.44,4.53,Delayed
SHP0474,2026-01-08,Delhi,Hyderabad,Air,3.42,166.4,219.4,1.01,1.36,0.18,3553.29,913.63,184.61,4651.54,4.77,On Time
SHP0475,2026-06-21,Kolkata,Lucknow,Road,12.0,543.0,2441.3,5.41,5.43,0.02,27633.51,8624.36,326.21,36584.08,4.95,On Time
SHP0476,2026-04-18,Mumbai,Hyderabad,Sea,16.11,778.7,881.7,5.26,4.91,0.0,7121.19,1913.98,414.27,9449.44,5.0,On Time
SHP0477,2026-06-10,Delhi,Hyderabad,Road,6.67,474.3,472.1,2.38,3.83,1.19,4975.43,1492.35,255.69,6723.47,4.5,Delayed
SHP0478,2026-03-16,Chennai,Pune,Rail,2.42,134.4,1541.0,4.62,7.14,1.93,7311.13,1684.36,178.77,9174.26,3.91,Delayed
SHP0479,2026-03-18,Delhi,Hyderabad,Sea,4.27,314.6,345.4,4.43,5.08,0.53,1860.09,380.47,170.58,2411.14,5.0,Delayed
SHP0480,2026-02-19,Delhi,Bengaluru,Road,11.17,508.3,846.6,2.95,5.58,1.96,11370.75,3219.7,281.69,14872.14,4.26,Delayed
SHP0481,2026-01-11,Kolkata,Jaipur,Rail,5.69,297.0,581.0,3.14,3.56,0.95,3505.72,906.13,309.99,4721.85,4.62,Delayed
SHP0482,2026-04-05,Mumbai,Ahmedabad,Rail,4.27,174.8,984.5,3.76,3.36,0.0,5037.02,1018.68,179.97,6235.67,5.0,On Time
SHP0483,2026-06-05,Chennai,Jaipur,Road,10.24,659.3,623.7,2.61,3.43,0.52,9596.02,2843.2,328.75,12767.97,4.94,Delayed
SHP0484,2026-03-11,Bengaluru,Lucknow,Rail,4.23,289.4,253.1,2.64,2.73,0.0,1412.39,347.73,139.96,1900.07,5.0,On Time
SHP0485,2026-06-18,Bengaluru,Ahmedabad,Rail,14.41,778.9,682.7,3.3,4.2,0.44,7879.72,2117.87,369.61,10367.2,5.0,On Time
SHP0486,2026-01-16,Delhi,Hyderabad,Sea,6.68,248.9,1285.3,5.88,7.53,1.66,5483.25,1307.33,235.73,7026.3,4.4,Delayed
SHP0487,2026-03-09,Kolkata,Lucknow,Road,6.53,279.3,637.8,2.63,3.81,1.49,5158.28,1937.36,254.01,7349.65,3.83,Delayed
SHP0488,2026-04-09,Kolkata,Ahmedabad,Road,4.43,236.9,1075.8,3.31,5.43,2.2,8501.44,2276.63,104.47,10882.54,3.41,Delayed
SHP0489,2026-02-17,Bengaluru,Bengaluru,Sea,6.31,311.4,329.4,4.41,4.12,0.25,1431.28,325.33,239.48,1996.09,4.62,On Time
SHP0490,2026-03-05,Chennai,Bengaluru,Air,5.95,445.7,639.0,1.66,3.16,1.9,17014.72,4017.3,186.85,21218.87,4.3,Delayed
SHP0491,2026-03-31,Mumbai,Bengaluru,Road,5.02,180.9,433.1,2.32,3.26,0.61,2967.93,808.78,221.71,3998.41,4.11,Delayed
SHP0492,2026-03-17,Chennai,Bengaluru,Rail,3.6,158.9,1056.3,3.88,6.2,2.02,4879.51,1099.4,148.53,6127.43,4.03,Delayed
SHP0493,2026-05-19,Mumbai,Hyderabad,Road,1.7,102.4,663.4,2.67,3.58,0.78,3712.29,1266.46,120.61,5099.36,4.7,Delayed
SHP0494,2026-04-11,Bengaluru,Jaipur,Road,1.99,93.1,1017.9,3.22,4.12,1.51,6664.83,1653.43,146.24,8464.49,4.58,Delayed
SHP0495,2026-03-30,Mumbai,Ahmedabad,Road,1.86,135.6,1318.1,3.68,5.83,2.28,8728.29,2604.68,116.72,11449.69,3.81,Delayed
SHP0496,2026-01-18,Kolkata,Hyderabad,Road,6.8,247.8,1018.9,3.22,3.4,0.61,8550.64,2854.67,225.83,11631.14,4.2,Delayed
SHP0497,2026-01-19,Delhi,Bengaluru,Rail,5.64,381.4,776.3,3.44,4.62,0.77,5574.89,1401.8,179.81,7156.5,4.24,Delayed
SHP0498,2026-02-24,Delhi,Jaipur,Road,9.66,432.0,339.7,2.17,4.06,2.09,3623.48,1116.37,229.76,4969.61,3.44,Delayed
SHP0499,2026-04-12,Bengaluru,Lucknow,Sea,5.91,371.3,648.8,4.9,4.94,0.42,3180.23,725.95,262.08,4168.26,4.58,On Time
SHP0500,2026-04-28,Kolkata,Lucknow,Sea,17.17,731.0,459.6,4.61,4.62,0.0,3906.05,821.29,383.61,5110.96,4.94,On Time
SHP0501,2026-06-03,Chennai,Lucknow,Rail,20.94,857.3,519.7,3.05,5.52,2.69,5594.93,1381.87,490.73,7467.53,3.11,Delayed
SHP0502,2026-05-14,Kolkata,Bengaluru,Road,6.61,290.2,509.5,2.43,3.28,0.33,4085.04,1438.02,265.33,5788.38,5.0,On Time
SHP0503,2026-01-04,Delhi,Lucknow,Road,3.99,182.9,343.8,2.18,2.88,0.96,2641.12,724.8,170.35,3536.27,4.01,Delayed
SHP0504,2026-04-18,Delhi,Pune,Air,26.23,998.0,182.1,1.0,2.22,1.71,7395.96,2461.06,563.22,10420.23,4.53,Delayed
SHP0505,2026-04-25,Kolkata,Ahmedabad,Rail,8.58,647.0,421.0,2.9,2.14,0.0,3902.59,1086.97,282.32,5271.88,5.0,On Time
SHP0506,2026-01-29,Kolkata,Ahmedabad,Road,10.74,621.2,737.1,2.78,2.77,0.0,9982.54,3275.64,352.5,13610.67,5.0,On Time
SHP0507,2026-02-28,Delhi,Bengaluru,Sea,3.86,241.7,270.6,4.32,4.92,0.8,1151.24,241.41,148.56,1541.21,4.32,Delayed
SHP0508,2026-05-05,Chennai,Pune,Air,15.31,550.4,656.7,1.69,1.19,0.0,19920.2,4750.7,390.27,25061.16,5.0,On Time
SHP0509,2026-04-08,Bengaluru,Hyderabad,Sea,6.8,373.0,2235.3,7.34,8.82,1.06,12209.88,2823.45,181.77,15215.1,3.97,Delayed
SHP0510,2026-01-17,Bengaluru,Hyderabad,Rail,7.81,329.2,1263.9,4.19,5.22,0.8,8554.84,1977.36,246.8,10778.99,4.88,Delayed
SHP0511,2026-04-17,Kolkata,Lucknow,Rail,7.55,328.9,1891.8,5.16,6.23,1.08,13004.96,2724.88,257.08,15986.92,4.38,Delayed
SHP0512,2026-02-12,Bengaluru,Jaipur,Road,7.04,457.3,838.2,2.94,3.42,0.0,8971.84,2676.69,216.79,11865.32,4.86,On Time
SHP0513,2026-03-21,Delhi,Hyderabad,Sea,11.77,743.9,1388.3,6.04,8.41,2.14,10797.52,2290.67,315.9,13404.08,3.39,Delayed
SHP0514,2026-06-11,Delhi,Jaipur,Air,17.2,1042.6,406.0,1.3,1.67,0.65,18051.79,5562.91,380.39,23995.09,3.77,Delayed
SHP0515,2026-01-08,Kolkata,Ahmedabad,Road,4.98,268.2,427.6,2.31,4.18,2.23,3483.71,1024.23,212.39,4720.33,3.41,Delayed
SHP0516,2026-05-21,Kolkata,Jaipur,Road,6.07,385.3,109.6,1.82,2.64,0.54,1251.05,350.02,266.17,1867.24,5.0,Delayed
SHP0517,2026-04-16,Kolkata,Ahmedabad,Road,3.99,324.3,1405.2,3.81,3.95,0.0,14129.36,3983.66,153.49,18266.5,4.86,On Time
